Region,Channel,Event,Timestamp,animal.ID,Trial,index,Signal,Reference,dFF,zdFF
Region0R,560,FD,-16.59999999999995,B1757,0,130,0.0349422952364129,0.0175933286227404,0.005685287357632754,0.10949104690602066
Region0R,560,FD,-16.49999999999995,B1757,0,131,0.0349003415179886,0.0176109933462875,0.006479386135470475,0.3455334616896494
Region0R,560,FD,-16.39999999999995,B1757,0,132,0.0350394512159218,0.0175609432962374,0.006559807728723516,0.3694384311997194
Region0R,560,FD,-16.299999999999947,B1757,0,133,0.0350578519696167,0.0175329741506212,0.005490091531617017,0.0514699349054488
Region0R,560,FD,-16.199999999999946,B1757,0,134,0.0350519637284343,0.0176095212859919,0.0062792303177962965,0.28603801369834203
Region0R,560,FD,-16.099999999999945,B1757,0,135,0.0351631042807513,0.0176021609845139,0.0070590047454664046,0.5178225775720671
Region0R,560,FD,-15.999999999999943,B1757,0,136,0.0351550079491256,0.0176904846022493,0.007102444894928905,0.53073497344001
Region0R,560,FD,-15.899999999999942,B1757,0,137,0.0351115821704057,0.0176293940999823,0.008423979728629669,0.9235554663978217
Region0R,560,FD,-15.79999999999994,B1757,0,138,0.0352153624212448,0.0175594712359418,0.007675079763504062,0.7009482024992895
Region0R,560,FD,-15.699999999999939,B1757,0,139,0.035067420361538,0.0176014249543661,0.006663240312825223,0.400183317856209
Region0R,560,FD,-15.599999999999937,B1757,0,140,0.0346913089560148,0.0175197256079609,0.006882166886167064,0.4652582914918862
Region0R,560,FD,-15.499999999999936,B1757,0,141,0.034611817700053,0.0174085850556439,0.00619481873373391,0.2609470367394671
Region0R,560,FD,-15.399999999999935,B1757,0,142,0.0338765235824059,0.0173129011364305,0.0070855804594648466,0.5257220932014354
Region0R,560,FD,-15.299999999999933,B1757,0,143,0.0342680916210328,0.0174107931460873,0.007891441744972633,0.7652608623327098
Region0R,560,FD,-15.199999999999932,B1757,0,144,0.0341922805158099,0.0173541188247071,0.0073934328190982885,0.6172298708139146
Region0R,560,FD,-15.09999999999993,B1757,0,145,0.0342025849378791,0.0174034328446093,0.006748202356603115,0.42543791657614843
Region0R,560,FD,-14.999999999999929,B1757,0,146,0.0343946888064535,0.0173997526938703,0.008178045821937891,0.8504526801540658
Region0R,560,FD,-14.899999999999928,B1757,0,147,0.0346552434787729,0.0174291938997821,0.007844738386270688,0.7513784916828888
Region0R,560,FD,-14.799999999999926,B1757,0,148,0.0348554436789731,0.0175064770653006,0.007488688796222471,0.645544296538369
Region0R,560,FD,-14.699999999999925,B1757,0,149,0.0350497556379909,0.0176551551551552,0.008676222866739719,0.998533644294305
Region0R,560,FD,-14.599999999999923,B1757,0,150,0.0350298828240005,0.0174777718895366,0.009640728671432348,1.2852288081281924
Region0R,560,FD,-14.499999999999922,B1757,0,151,0.0339670552905847,0.0172628510863805,0.009655012400583592,1.2894745846173028
Region0R,560,FD,-14.39999999999992,B1757,0,152,0.0340281457928517,0.0173857681210622,0.009810021712167763,1.3355504296398886
Region0R,560,FD,-14.299999999999919,B1757,0,153,0.0341157333804393,0.0172576988753459,0.009769737591150329,1.3235761495279323
Region0R,560,FD,-14.199999999999918,B1757,0,154,0.0339964964964965,0.0172098569157393,0.008819861482952723,1.0412295994743608
Region0R,560,FD,-14.099999999999916,B1757,0,155,0.0342916445857622,0.0174247777188954,0.00823435739578479,0.8671910510495375
Region0R,560,FD,-13.999999999999915,B1757,0,156,0.0345021492080316,0.0174130012365306,0.00669190611273607,0.40870410245064553
Region0R,560,FD,-13.899999999999913,B1757,0,157,0.0341900724253665,0.0173048048048048,0.006245230105321341,0.2759315981242017
Region0R,560,FD,-13.799999999999912,B1757,0,158,0.0342342342342342,0.0174240416887476,0.0073333846211698,0.5993808046296794
Region0R,560,FD,-13.69999999999991,B1757,0,159,0.0343851204145322,0.0175270859094388,0.006746321601931998,0.42487887041391287
Region0R,560,FD,-13.599999999999909,B1757,0,160,0.0347045574986751,0.0175307660601778,0.00647317731135585,0.3436879156720953
Region0R,560,FD,-13.499999999999908,B1757,0,161,0.0346787964435023,0.0174961726432315,0.006907863766685718,0.4728965776841224
Region0R,560,FD,-13.399999999999906,B1757,0,162,0.0347494553376906,0.0174792439498322,0.006860789504337891,0.45890395753553703
Region0R,560,FD,-13.299999999999905,B1757,0,163,0.0345551433786728,0.0174299299299299,0.0064370896370197555,0.33296101112073523
Region0R,560,FD,-13.199999999999903,B1757,0,164,0.0345161337808397,0.0173747276688453,0.0082944491155667,0.8850530539157876
Region0R,560,FD,-13.099999999999902,B1757,0,165,0.0343328622740387,0.017393864452688,0.009380832149283341,1.2079756950470197
Region0R,560,FD,-12.9999999999999,B1757,0,166,0.0342084731790614,0.0173357180710122,0.009913228431462574,1.3662281789629354
Region0R,560,FD,-12.899999999999899,B1757,0,167,0.0340848201142319,0.0173136371665783,0.009428165146140737,1.2220452229054908
Region0R,560,FD,-12.799999999999898,B1757,0,168,0.0340980686568922,0.0172128010363304,0.009581529979923889,1.2676322540398752
Region0R,560,FD,-12.699999999999896,B1757,0,169,0.0339346699640817,0.0173018606842136,0.009613867074574664,1.2772443150598403
